,0
9426,0.92942023
9463,0.8924283
9500,0.92632556
9520,0.8965791
9527,0.91093993
9546,0.8729433
9554,0.80687374
9574,0.9035584
9580,0.9180795
9584,0.80181324
9601,0.881502
9614,0.85968363
9647,0.94283485
9660,0.84794945
9676,0.8177701
9713,0.8506299
9717,0.7514706
9745,0.8426588
9753,0.8089808
9761,0.8880369
9764,0.86479133
9772,0.79009396
9773,0.876092
9797,0.8546116
9825,0.8310395
9876,0.82804644
9879,0.8088655
9927,0.7931264
9933,0.92759675
9945,0.80651456
9948,0.89393127
9952,0.8435206
9975,0.9037003
9986,0.8980652
10037,0.8379979
10076,0.8369105
10146,0.83233356
10188,0.8223847
10217,0.7887617
10218,0.9229956
10220,0.8584826
10227,0.9040421
10228,0.9086655
10361,0.872785
10468,0.91697156
10492,0.72786
10532,0.7710212
10550,0.73942995
10554,0.8593868
10559,0.91743004
10596,0.75797343
10613,0.88654923
10632,0.85711247
10643,0.7767143
10645,0.828962
10693,0.8568152
10709,0.8298073
10809,0.8990798
10862,0.8171689
10879,0.91871
10910,0.82294357
10925,0.8409601
10949,0.9047303
10965,0.86040366
10967,0.89583653
10976,0.82712865
10983,0.88308704
10990,0.91419446
10996,0.868926
11043,0.8772007
11104,0.8881329
11122,0.8887285
11155,0.90591776
11169,0.8320047
11202,0.81635916
11354,0.8749289
11403,0.9172863
11405,0.80030054
11452,0.9052151
11471,0.7189503
11473,0.9497968
11509,0.86274785
11528,0.7113783
11593,0.8719231
11609,0.8965184
11617,0.78677535
11644,0.77947
11646,0.775844
11672,0.848006
11703,0.82246995
11738,0.88528365
11745,0.86306727
11764,0.8116313
11782,0.83814543
11788,0.7279263
11826,0.8917634
11827,0.85494155
11921,0.9117783
11930,0.8383323
11935,0.8366819
11965,0.9143801
12060,0.84266824
12075,0.90964925
12098,0.80451447
12111,0.7478014
12113,0.8112063
12166,0.7014318
12186,0.81704295
12242,0.82352924
12254,0.77074146
12279,0.88187766
12337,0.85455734
12347,0.82549286
12356,0.8673764
12368,0.6905834
12449,0.75392395
12486,0.85173345
12539,0.8617423
12620,0.82475656
12627,0.8735438
12633,0.79789555
12634,0.90470195
12638,0.8430218
12647,0.90265536
12666,0.8963875
12715,0.86324966
12733,0.9099413
12764,0.9365695
12772,0.8038974
12821,0.82330155
12857,0.86781204
12869,0.8405029
12907,0.9324433
12941,0.9063578
12951,0.74213976
12965,0.796325
12990,0.7897044
13049,0.8300947
13058,0.9004906
13060,0.8185696
13067,0.88977647
13097,0.77603215
13108,0.8598211
13166,0.8283211
13193,0.77907735
13204,0.81143457
13212,0.81519663
13230,0.76729995
13244,0.9176951
13246,0.74600023
13284,0.8749674
13291,0.9003749
13307,0.7934785
13327,0.75282043
13328,0.90306026
13345,0.82075363
13362,0.8470169
13378,0.88253516
13422,0.78772324
13436,0.83402884
13446,0.76389474
13464,0.8505068
13467,0.8196966
13470,0.7705718
13541,0.87106025
13550,0.63823307
13569,0.8382348
13608,0.953317
13620,0.9037106
13622,0.8270285
13628,0.8762601
13634,0.8559896
13662,0.91155535
13718,0.8512398
13794,0.87749755
13804,0.94427633
13826,0.8694299
13847,0.85934466
13865,0.7864532
13890,0.8336484
13926,0.839199
13936,0.91135985
13957,0.8371455
13968,0.9019597
13970,0.7845244
13978,0.9041724
14055,0.88137656
14081,0.92366546
14086,0.86480904
14110,0.8337793
14120,0.86250347
14124,0.78246474
14140,0.8469698
14141,0.8917023
14154,0.7787007
14171,0.80791205
14213,0.8538911
14234,0.76500714
14271,0.8953077
14277,0.92559886
14316,0.798069
14368,0.8455852
14404,0.8830084
14410,0.8938588
14467,0.86727357
14489,0.9215753
14520,0.77515316
14531,0.85339636
14541,0.8700254
14551,0.8084048
14558,0.81187636
14562,0.8769992
14568,0.8210414
14576,0.88781625
14603,0.6768693
14663,0.9307399
14736,0.87793773
14764,0.8681279
14768,0.8184799
14791,0.9284275
14829,0.8562658
14893,0.80836326
14894,0.73360455
14943,0.8026104
14976,0.8371124
15009,0.86100227
15010,0.9154684
15013,0.9202964
15050,0.7477388
15059,0.8520368
15066,0.87759143
15078,0.93536013
15122,0.7882528
15134,0.84843194
15135,0.8207507
15137,0.8485866
15226,0.8391071
15281,0.89273477
15332,0.85903233
15333,0.88677955
15352,0.8102842
15365,0.90612715
15383,0.9257291
15406,0.88017887
15471,0.8551464
15480,0.8026273
15552,0.8277566
15559,0.73655605
15567,0.84022564
15573,0.8336548
15586,0.9367448
15589,0.8738068
15600,0.8695383
15606,0.84843713
15682,0.92887247
15690,0.8344479
15704,0.8712331
15804,0.8871133
15853,0.88894266
15864,0.88100547
15903,0.9269403
15918,0.78394556
15922,0.9238077
15951,0.84971404
15957,0.84576094
15978,0.7564457
16020,0.87209505
16023,0.8707467
16033,0.8318645
16036,0.8913355
16049,0.81528425
16065,0.9072756
16146,0.83050585
16164,0.85201454
16167,0.81602985
16181,0.85913455
16246,0.7006271
16270,0.8860655
16346,0.89036834
16352,0.82955056
16407,0.8433342
16431,0.88464034
16454,0.8546859
16481,0.8812985
16490,0.8612481
16546,0.79506767
16571,0.87001514
16578,0.8255354
16594,0.8950943
16618,0.8980081
16622,0.9283702
16630,0.7685118
16634,0.7984084
16660,0.8901051
16669,0.71526057
16686,0.8508004
16736,0.84257656
16767,0.891929
16771,0.8801698
16780,0.90302193
16800,0.7955721
16864,0.88880825
16895,0.89375764
16919,0.817227
16927,0.92454576
16937,0.7716106
16951,0.8107316
16956,0.8540821
16964,0.9457558
16967,0.8436685
16982,0.9062937
16992,0.925867
17012,0.8801578
17033,0.83914745
17044,0.8345532
17063,0.7755907
17074,0.9187367
17084,0.78719604
17105,0.8649097
17134,0.8952496
17137,0.852418
17184,0.7455598
17197,0.9194897
17201,0.9038853
17218,0.72424036
17242,0.86152714
17255,0.871283
17267,0.8613828
17271,0.89996696
17314,0.87601614
17330,0.74794596
17332,0.7113135
17343,0.87991756
17346,0.92015713
17367,0.927296
17369,0.80162615
17411,0.8017018
17521,0.8827641
17524,0.9030678
17548,0.89646214
17563,0.7315697
17584,0.86719745
17628,0.86013997
17640,0.93501484
17641,0.879989
17647,0.85629654
17722,0.7969836
17726,0.7326014
17747,0.88395244
17802,0.8806566
17832,0.8160512
17857,0.8973889
17921,0.65625244
17944,0.85934633
17948,0.8783366
18012,0.7690662
18057,0.8742366
18076,0.7859222
18103,0.7748831
18104,0.73036426
18106,0.85338557
18155,0.8893993
18179,0.8361522
18191,0.89049
18195,0.87484
18198,0.88421315
18207,0.83062875
18214,0.82894176
18265,0.92972
18302,0.7932122
18308,0.76091236
18445,0.69446135
18467,0.914893
18490,0.8838009
18539,0.839378
18585,0.89488524
18621,0.84950286
18667,0.7198096
18671,0.8128836
18678,0.6772782
18722,0.84057313
18786,0.9138308
18819,0.89359283
18820,0.9153159
18836,0.86616945
18845,0.84380805
18878,0.8803793
18890,0.7929621
18896,0.74908113
18930,0.7699877
18933,0.84095705
18939,0.90339065
19001,0.77955025
19042,0.904329
19070,0.81021667
19077,0.8760372
19088,0.92534524
19104,0.8820999
19178,0.89584047
19267,0.795899
19272,0.84626
19279,0.8948017
19304,0.8359165
19396,0.7925231
19398,0.86005497
19424,0.80143374
19431,0.7791235
19436,0.7748327
19462,0.7986467
19479,0.8077615
19523,0.82956946
19539,0.70113295
19561,0.7812583
19577,0.8439797
19645,0.8802064
19666,0.765119
19670,0.7409161
19756,0.8397426
19762,0.8717007
19764,0.9007787
19827,0.8793989
19840,0.8087946
19841,0.8147204
19869,0.76523143
19891,0.8785407
19895,0.922501
19926,0.8458829
19929,0.9028909
19938,0.756502
19948,0.92931545
19963,0.90518427
19973,0.8185024
19974,0.8026777
19977,0.8424476
20041,0.8866319
20056,0.8577234
20087,0.84754705
20108,0.8608236
20115,0.6993479
20123,0.8514215
20127,0.867748
20164,0.8720296
20188,0.8816107
20193,0.9102156
20243,0.85268426
20256,0.8609794
20267,0.9261501
20290,0.894403
20359,0.86743337
20360,0.838394
20375,0.8401784
20414,0.8305562
20422,0.8523918
20423,0.8615491
20432,0.9082722
20522,0.75513095
20593,0.902555
20625,0.9215512
20638,0.8694248
20642,0.8664473
20753,0.7743071
20794,0.81121105
20796,0.73887646
20801,0.9333076
20821,0.7621725
20826,0.8551891
20856,0.9211529
20875,0.7554808
20908,0.9144985
20911,0.9229301
20934,0.830743
20966,0.8511242
21001,0.8188883
21022,0.9108082
21044,0.9036843
21100,0.8103382
21121,0.8717251
21146,0.8235889
21148,0.89363575
21178,0.9153401
21193,0.85678685
21271,0.8688769
21272,0.8087347
21322,0.833218
21356,0.7935419
21359,0.8745628
21387,0.80818695
21408,0.7634149
21472,0.9368395
21539,0.8965832
21541,0.8115198
21549,0.8155772
21554,0.84493893
21575,0.87930596
21620,0.84653455
21641,0.6437629
21645,0.88045627
21657,0.8754506
21678,0.86899906
21709,0.8353518
21715,0.87215626
21756,0.89964265
21793,0.8561076
21886,0.83998805
21893,0.87633663
21910,0.9106827
21919,0.92741853
21941,0.8523901
21945,0.87926227
21997,0.7209083
22016,0.76052934
22019,0.8611645
22039,0.91483074
22075,0.79109603
22180,0.802367
22188,0.91435665
22204,0.81625867
22228,0.95346564
22269,0.77770483
22273,0.8979305
22275,0.83773637
22281,0.82801086
22340,0.8093872
22422,0.8754474
22446,0.8442609
22455,0.9572486
22468,0.9412373
22473,0.84232175
22530,0.8767091
22532,0.90588623
22541,0.8329365
22555,0.7821317
22584,0.8983553
22589,0.8302133
22591,0.744743
22641,0.80188376
22661,0.8485255
22723,0.7972266
22801,0.7738624
22804,0.8146218
22849,0.84006083
22896,0.8151368
22924,0.83675236
22931,0.8072411
22935,0.86703026
22991,0.7400982
23022,0.7787234
23038,0.8947057
23039,0.79758465
23042,0.8807945
23049,0.9173839
23066,0.9078748
23081,0.8283042
23084,0.71536535
23085,0.87038916
23089,0.85352373
23152,0.8141206
23157,0.89454347
23169,0.8759243
23179,0.90879786
23266,0.8598034
23294,0.72261596
23301,0.83934426
23331,0.8782367
23343,0.78418916
23413,0.8082837
23415,0.9267093
23440,0.6815146
23446,0.8316851
23477,0.8758049
23512,0.88522637
23524,0.862444
23531,0.8200231
23545,0.87011695
23552,0.8496068
23582,0.8434651
23596,0.8383165
23600,0.86947536
23634,0.7343016
23635,0.87576574
23691,0.75927323
23763,0.8275659
23784,0.7710569
23872,0.86817825
23890,0.9305286
23919,0.898379
23934,0.89546263
23951,0.9303891
23954,0.8639632
23986,0.8369924
23995,0.7894835
24021,0.87026715
24045,0.8682466
24055,0.881045
24090,0.84059215
24097,0.8675638
24106,0.8457821
24131,0.80307484
24146,0.8917407
24170,0.867507
24178,0.9139811
24182,0.8628037
24205,0.83467466
24207,0.85656357
24218,0.8969715
24258,0.91092557
24277,0.8950102
24356,0.8937823
24357,0.9437597
24396,0.75996375
24425,0.84518594
24455,0.7933729
24527,0.8842484
24568,0.7733634
24595,0.8866524
24601,0.8497633
24617,0.90392154
24623,0.74445766
24668,0.8958357
24673,0.90875006
24695,0.93667465
24711,0.83728576
24734,0.8728814
24739,0.7833925
24740,0.9227033
24758,0.8474702
24763,0.7541646
24779,0.8626138
24861,0.87803644
24866,0.83770436
24919,0.90557426
24920,0.9083805
24922,0.76507187
24967,0.9026566
25000,0.8145113
25019,0.81937677
25023,0.81211746
25041,0.84362763
25087,0.83501214
25095,0.82696545
25159,0.7955123
25182,0.7953235
25194,0.9197196
25212,0.9166545
25236,0.8521943
25272,0.8791293
25278,0.9328605
25280,0.8654751
25287,0.7975009
25296,0.8892314
25344,0.7735351
25371,0.8538171
25402,0.9295321
25410,0.8443728
25417,0.8738558
25430,0.7892762
25434,0.8567201
25481,0.7236233
25509,0.9287904
25553,0.82130975
25570,0.84724814
25583,0.843919
25591,0.8680153
25666,0.8414464
25712,0.83517915
25734,0.864489
25759,0.8763762
25776,0.8356738
25779,0.9042942
25816,0.8428446
25822,0.8352185
25864,0.8154014
25893,0.8781003
25919,0.9093075
25933,0.87235326
25964,0.8939926
26048,0.86219305
26091,0.73661494
26092,0.93106157
26105,0.9268988
26109,0.8808159
26111,0.8498077
26143,0.90775514
26147,0.8532084
26156,0.90580434
26192,0.77425474
26199,0.7967663
26214,0.871887
26220,0.8519636
26243,0.8012462
26290,0.8583794
26298,0.8288506
26302,0.82921505
26331,0.8514257
26337,0.87020093
26344,0.7882271
26351,0.82635045
26373,0.8999684
26411,0.8667101
26414,0.81094897
26425,0.9252451
26458,0.8684769
26467,0.8433113
26500,0.92365134
26567,0.91343015
26571,0.8390219
26573,0.8368676
26581,0.88004273
26601,0.77916205
26608,0.93119305
26617,0.7614154
26629,0.85059905
26674,0.8535995
26706,0.9126197
26787,0.82516724
26811,0.79983217
26838,0.8583429
26894,0.89465344
26932,0.80959773
26941,0.7573208
26975,0.928083
27010,0.81626606
27030,0.8821013
27034,0.7647239
27057,0.9288207
27084,0.78909093
27101,0.7197599
27113,0.9143062
27122,0.8266942
27156,0.8047204
27206,0.7346103
27259,0.79395956
27284,0.835073
27347,0.9041278
27353,0.81168056
27386,0.8560671
27396,0.87033635
27405,0.8462129
27432,0.83326435
27463,0.89260983
27520,0.8670285
27534,0.90967005
27544,0.84053415
27561,0.90250975
27628,0.8931197
27672,0.87681735
27714,0.8518465
27727,0.76127356
27732,0.8854948
27739,0.9032813
27755,0.7721438
27777,0.64545804
27790,0.8177898
27794,0.8269144
27798,0.9051313
27815,0.8452974
27829,0.8304722
27848,0.9060668
27864,0.9353237
27881,0.898607
27890,0.9068144
27919,0.83948916
27937,0.7582545
27938,0.8574938
27949,0.89781195
27972,0.6976432
27989,0.90407383
28033,0.8391252
28063,0.69023573
28086,0.8291359
28095,0.85501355
28128,0.86222625
28155,0.77533144
28215,0.82023185
28238,0.8758546
28239,0.92350584
28241,0.8354029
28270,0.8939423
28306,0.85766494
28339,0.92062885
28371,0.82416844
28383,0.81105477
28386,0.8437663
28455,0.82204247
28461,0.8750415
28495,0.73405004
28505,0.7850541
28527,0.84918505
28585,0.79373926
28594,0.70569897
28625,0.82834065
28632,0.76182073
28657,0.8951594
28661,0.8320234
28673,0.75243896
28770,0.8413088
28781,0.87107563
28861,0.85269475
28896,0.9210359
28907,0.9297291
29004,0.8025725
29007,0.83107823
29016,0.8492018
29045,0.8512231
29051,0.89687383
29101,0.8174356
29108,0.9285418
29116,0.8875199
29146,0.9029219
29161,0.7556782
29258,0.81566566
29264,0.8325731
29297,0.85046107
29313,0.84542024
29323,0.8311792
29328,0.9217648
29334,0.80669934
29379,0.8644152
29382,0.8247934
29384,0.8080331
29386,0.90420985
29399,0.78948545
29410,0.94842356
29414,0.87933713
29415,0.8376521
29448,0.8350074
29456,0.80762666
29467,0.8847256
29525,0.7384336
29535,0.9343745
29564,0.84059167
29582,0.8926857
29588,0.80050874
29674,0.8607109
29679,0.8564771
29704,0.8600566
29705,0.8974169
29728,0.8813122
29783,0.8315681
29905,0.85542506
29920,0.8192216
29976,0.8640517
29979,0.89050853
30018,0.89849144
30030,0.7540745
30066,0.8732421
30099,0.8435518
30105,0.8658944
30116,0.8104011
30136,0.85054535
30152,0.6530559
30161,0.85329825
30175,0.83338845
30267,0.8381099
30273,0.87869817
30291,0.84259444
30346,0.9231684
30438,0.86715585
30441,0.9004253
30467,0.84263563
30473,0.86157084
30490,0.80973846
30498,0.8904689
30500,0.78379536
30561,0.8243486
30587,0.8599707
30662,0.7792654
30668,0.9277299
30685,0.7160731
30692,0.84927785
30735,0.91678256
30756,0.855937
30771,0.86944383
30774,0.89720887
30833,0.8929997
30876,0.84289086
30904,0.77742004
30907,0.8142249
30965,0.8800585
30987,0.9088632
30997,0.9087244
31001,0.8917919
31018,0.8664998
31022,0.8225613
31042,0.88609076
31043,0.8214507
31078,0.8212969
31089,0.9098251
31118,0.850071
31147,0.85085565
31163,0.83120114
31238,0.73922926
31284,0.8209185
31292,0.94116926
31326,0.8973969
31346,0.7441622
31355,0.7789921
31356,0.8699329
31360,0.83618534
31368,0.80818737
31408,0.84493625
31431,0.8816755
31457,0.8280368
31467,0.82936406
31488,0.8852402
31491,0.9098981
31506,0.76798207
31507,0.8637157
31509,0.8505126
31538,0.6468715
31599,0.8553331
31652,0.93369985
31658,0.79036003
31659,0.89238054
31663,0.79528886
31700,0.89026874
31705,0.7762125
31716,0.89394486
31728,0.90854996
31770,0.8778758
31774,0.8882748
31839,0.8593382
31853,0.8627397
31854,0.8863811
31866,0.9401377
31875,0.84767765
31900,0.8810721
31968,0.8858091
31985,0.830706
32003,0.87472343
32008,0.9084263
32022,0.8271349
32061,0.86874783
32110,0.9222864
32207,0.8682723
32270,0.8281307
32294,0.88939095
32295,0.85539955
32305,0.7471843
32343,0.8375179
32360,0.80595225
32368,0.9485739
32421,0.92028
32453,0.7841097
32541,0.8143713
32561,0.84589016
32618,0.867039
32672,0.8995205
32690,0.8314868
32864,0.83533776
32867,0.88362694
32892,0.8658905
32898,0.78246254
32925,0.9254826
32933,0.9058371
32937,0.886813
32938,0.6806535
32973,0.8548572
33003,0.7823535
33020,0.91213083
33022,0.85800785
33028,0.81955653
33050,0.8574764
33105,0.8993554
33107,0.8290031
33148,0.80325544
33154,0.8074593
33171,0.8849104
33212,0.845664
33243,0.83982015
33248,0.78458273
33262,0.8970932
33268,0.8106331
33272,0.8483598
33273,0.87701404
33295,0.7910319
33296,0.806621
33308,0.8657925
33350,0.87012726
33359,0.82417744
33429,0.89392585
33434,0.86197084
33446,0.85761493
33469,0.78541446
33470,0.9205207
33485,0.82745314
33510,0.89317495
33512,0.7687309
33526,0.8602162
33527,0.89124477
33528,0.8578738
33568,0.8930887
33609,0.90230733
33650,0.9012197
33687,0.8280133
33714,0.903375
33719,0.75752866
33732,0.8962213
33763,0.80550754
33787,0.79605156
33848,0.86505544
33873,0.88809174
33914,0.921644
33938,0.7804198
33940,0.7911256
34011,0.85350543
34028,0.75361454
34046,0.9198103
34056,0.8032275
34070,0.89358807
34085,0.922458
34109,0.729499
34164,0.8253907
34207,0.8863256
34297,0.88326937
34391,0.79697394
34412,0.8892973
34418,0.8408325
34419,0.9121113
34420,0.89455706
34524,0.8981376
34525,0.6984416
34552,0.88591754
34581,0.88239795
34643,0.8719468
34652,0.8523442
34656,0.8628315
34665,0.7863901
34738,0.8860824
34751,0.7791998
34785,0.855702
34822,0.91683775
34855,0.89867306
34875,0.7856692
34967,0.8583965
34984,0.88228875
34997,0.8997752
35004,0.79178447
35074,0.8894528
35087,0.7758559
35156,0.81992215
35181,0.84451735
35215,0.8317394
35224,0.8841566
35248,0.8978702
35255,0.894511
35257,0.72907877
35272,0.91966796
35357,0.88044494
35363,0.88848376
35377,0.90621614
35379,0.8590447
35389,0.87350714
35406,0.8570026
35444,0.6541149
35453,0.89575773
35454,0.86810184
35497,0.79113847
35587,0.8497108
35592,0.82355416
35753,0.8790911
35755,0.8273769
35764,0.86683613
35768,0.8186715
35844,0.93376523
35855,0.8202293
35930,0.84875995
35936,0.8872681
35949,0.8217176
35964,0.886863
36010,0.7953447
36016,0.82624584
36078,0.9088807
36087,0.92245144
36092,0.8192169
36096,0.879178
36113,0.8865361
36116,0.9013087
36172,0.8259536
36195,0.8322637
36203,0.8875797
36212,0.83339024
36213,0.80457187
36231,0.87579846
36257,0.8310483
36293,0.81697977
36309,0.8866268
36315,0.92531943
36341,0.8683043
36354,0.889419
36360,0.73003423
36362,0.84218425
36372,0.8199496
36427,0.7517984
36487,0.8389164
36498,0.7175856
36543,0.8805429
36558,0.8800458
36572,0.88153374
36608,0.72667146
36645,0.92324847
36675,0.7425585
36688,0.81640637
36694,0.8834817
36722,0.82542914
36724,0.94003475
36760,0.84463847
36786,0.9097203
36793,0.8971378
36798,0.7286942
36814,0.93485516
36830,0.83264625
36832,0.72372437
36833,0.8281083
36886,0.747276
36903,0.7663951
36910,0.87647736
36912,0.9012723
36940,0.8514693
36941,0.7140744
36948,0.83857584
36950,0.92030555
36960,0.78582376
36963,0.87919676
36976,0.81388146
36979,0.85192704
37031,0.6986756
37061,0.93947446
37089,0.75725245
37091,0.9257165
37110,0.79397225
37111,0.85240173
37133,0.713377
37148,0.77329016
37169,0.8853347
37173,0.8627886
37233,0.8518223
37239,0.8585827
37242,0.8341866
37275,0.82282645
37280,0.8763416
37296,0.9225421
37316,0.85926896
37337,0.9064667
37353,0.85278136
37394,0.7905
37473,0.87464213
37478,0.8345845
37482,0.9291692
37484,0.84814465
37496,0.9077296
37514,0.8078418
37519,0.84666836
37584,0.87008196
37608,0.8850865
37632,0.751966
37665,0.8875239
37731,0.88457775
37789,0.80315757
37847,0.8620825
37891,0.81384075
37914,0.8857301
37948,0.8871468
37979,0.8600081
37984,0.74957234
38065,0.8671344
38066,0.8626913
38077,0.8431201
38090,0.83795977
38118,0.71143144
38131,0.91495454
38185,0.7009742
38194,0.7771497
38205,0.8769259
38206,0.7936405
38230,0.8854107
38241,0.91249466
38271,0.7726971
38332,0.82433975
38362,0.89745384
38425,0.8806221
38435,0.8033774
38472,0.88888305
38478,0.8754472
38479,0.89347833
38480,0.8582535
38509,0.9041549
38526,0.8474095
38544,0.91010207
38546,0.91952485
38553,0.91445696
38580,0.9039252
38585,0.8331493
38629,0.84987354
38685,0.9046871
38692,0.88915676
38751,0.77432805
38758,0.7988109
38783,0.7259324
38793,0.858786
38794,0.8562953
38811,0.8732045
38924,0.8736689
38931,0.89503086
38942,0.7978615
38966,0.90682995
38993,0.9224026
39050,0.8899619
39099,0.7994562
39108,0.73537385
39120,0.88042766
39121,0.86582994
39142,0.8650617
39192,0.8260457
39200,0.7896571
39232,0.8629369
39274,0.7770666
39276,0.8698088
39313,0.82647705
39334,0.9201443
39348,0.78413105
39380,0.8958204
39390,0.8366346
39403,0.8980929
39427,0.8697362
39441,0.9402617
39510,0.67987233
