,0
123134,0.7524446
144457,0.6454506
36016,0.7141847
107885,0.6095107
17033,0.748346
211734,0.8674456
107485,0.768957
15586,0.81017554
226571,0.51132953
82063,0.7235864
80281,0.88259006
102081,0.68187904
149338,0.838817
56894,0.8889353
55633,0.47472933
183518,0.9384588
81763,0.8869682
240262,0.8799268
236925,0.87390983
73005,0.70659155
135384,0.6792849
152080,0.7371709
44226,0.7457372
7237,0.5126215
133612,0.614946
214917,0.7850661
103132,0.76721454
19764,0.64291716
188309,0.71494824
218647,0.5506185
85451,0.68914163
113740,0.6286805
114505,0.61812884
8818,0.82940704
209843,0.64809215
47304,0.6609099
64627,0.9100048
256826,0.77321905
249527,0.60392594
27396,0.7575412
216936,0.8838623
191247,0.77187884
27156,0.86261433
2952,0.590466
149715,0.5114729
36113,0.76399034
41872,0.61442554
137343,0.837246
29116,0.861008
186439,0.9319496
39510,0.46302465
27672,0.7888588
159151,0.85013366
225494,0.74645025
216575,0.7378996
203253,0.81628656
159144,0.7781187
228257,0.9391486
227856,0.7854822
43170,0.81519747
123594,0.73880184
88842,0.88669395
95374,0.7628031
42799,0.85215145
117,0.45203608
158526,0.78065354
169932,0.72355705
108044,0.6090489
227260,0.63396984
158175,0.9007321
15009,0.7918625
238528,0.7977737
46308,0.8850199
220571,0.8313871
127437,0.8331767
40443,0.8589523
206336,0.78104687
248813,0.7960071
74636,0.8691733
142340,0.71081024
92338,0.57651293
225649,0.81145173
29313,0.6863652
170884,0.75493747
236742,0.65209496
198061,0.673796
215399,0.8691926
118983,0.77986836
237904,0.7395906
169171,0.6010336
151924,0.6490633
30116,0.8027355
194114,0.8664876
221018,0.68546665
24668,0.87222904
194427,0.7068236
981,0.53800416
195699,0.79237866
198559,0.81712765
116642,0.7390996
161080,0.65606785
201312,0.9175597
250043,0.86690193
211348,0.8312806
181536,0.59823436
149000,0.47346988
15137,0.727693
255831,0.8475241
107535,0.8587213
198669,0.87157464
108683,0.6010155
82265,0.82952017
127175,0.78138494
259926,0.6750913
194749,0.76382625
46912,0.84123755
238161,0.53601205
127177,0.8288986
59589,0.9001386
33526,0.7907993
73135,0.7493478
96714,0.78338134
215119,0.7685607
154870,0.76425606
16686,0.6907694
1227,0.47105998
68030,0.66804445
50530,0.8414012
56404,0.8509069
131425,0.64668983
87398,0.8577191
79664,0.81588346
227982,0.7115111
238934,0.8036383
34419,0.8030831
150895,0.9151537
244896,0.9210215
85357,0.8862145
165116,0.5894302
58653,0.71508074
157841,0.92283046
29674,0.72111833
228830,0.6352263
85786,0.8126422
78680,0.71188384
89142,0.7962738
180996,0.8896438
24739,0.7048865
222575,0.80946225
19272,0.60583156
195680,0.4099921
87029,0.68299747
127397,0.8602587
243408,0.7928089
122000,0.90712327
223808,0.8682173
30876,0.75684065
115374,0.86378694
158990,0.7168068
68514,0.85278904
68638,0.83674824
226793,0.8555008
189820,0.73151404
88703,0.90668756
190381,0.7471031
256610,0.70757806
146332,0.6555755
255251,0.7357628
150644,0.8396863
220989,0.5824086
178669,0.863631
38206,0.6786506
132536,0.68398786
198366,0.68334275
236702,0.5085463
208758,0.69379306
62186,0.57668334
15471,0.882048
92111,0.75491166
198920,0.6301545
232459,0.7254625
21945,0.9127139
9177,0.8150805
173080,0.5987841
233252,0.92491007
195248,0.8002893
75949,0.521593
126926,0.8372689
92988,0.5136906
100845,0.8480222
189412,0.780505
151910,0.74611086
657,0.67667377
36830,0.9061935
42943,0.8790978
60170,0.62793994
236247,0.7538159
245042,0.6260054
10218,0.8227676
151567,0.8421903
144629,0.8158874
242526,0.7725371
40973,0.6340892
20290,0.55958885
156369,0.70508903
225405,0.57365453
117528,0.50500995
146346,0.6564302
242616,0.8780122
147298,0.76665926
162885,0.71289
59548,0.6869503
260237,0.5781333
197292,0.73775584
29976,0.74877566
157131,0.64905566
132466,0.8256082
65446,0.86608124
108038,0.7776787
143907,0.90008813
146740,0.9414311
216977,0.85675627
153249,0.48372766
223567,0.8878884
201025,0.7498953
156014,0.6541002
29783,0.7643918
227952,0.93205553
214108,0.8641893
74506,0.5113053
259580,0.8297303
226340,0.7382221
172328,0.5746874
74556,0.35023978
196530,0.85114676
58875,0.80452657
58317,0.8559235
157600,0.64738333
20127,0.7546997
23995,0.66265136
162385,0.849433
62807,0.7669619
182491,0.6993567
237440,0.6890865
29323,0.65376145
211069,0.6998064
151218,0.7602161
127050,0.37483454
86824,0.5875801
232775,0.8426743
43583,0.8986377
64803,0.7775489
97256,0.7139299
215071,0.7661039
7809,0.7946229
40701,0.6058368
172913,0.6064469
215102,0.7966436
190810,0.80179304
58665,0.8572833
193412,0.8002915
217132,0.87359685
48379,0.62620795
131783,0.7012933
159931,0.8297046
14893,0.74024296
8074,0.7811439
123174,0.86166793
200372,0.68775535
166122,0.78383195
4823,0.61717707
7285,0.4417115
121233,0.7677149
184298,0.6713985
88020,0.7593224
215103,0.61259234
8710,0.9360913
175697,0.8468322
247486,0.43022376
106523,0.85396045
6759,0.5797008
6907,0.6622435
28086,0.75634545
125292,0.8287063
43746,0.67865133
1354,0.8172466
46993,0.78619474
205546,0.8931056
88774,0.76787716
167511,0.7112138
113155,0.8320137
22541,0.63630533
31658,0.54969466
230972,0.7050261
152577,0.7993434
148694,0.82355237
210938,0.817342
54485,0.86240464
133076,0.76372284
6844,0.9206169
171144,0.7258274
33732,0.6318426
182946,0.4348666
54845,0.56902725
39522,0.84534323
44085,0.844716
217450,0.81769145
180997,0.6224264
115351,0.8684027
62904,0.50740504
80232,0.8071085
143508,0.8290179
97218,0.6933141
213002,0.7011907
138437,0.80400795
255158,0.6936544
12113,0.49965817
205436,0.73872393
227243,0.6887987
203745,0.6753157
45244,0.6338924
177657,0.6508041
122902,0.3577749
101562,0.71869016
41804,0.80898494
83886,0.7485847
17584,0.7069431
109271,0.88052136
117623,0.38657272
12627,0.8387448
150059,0.620609
195983,0.45173272
118023,0.70670855
252891,0.8326078
8830,0.64519435
29045,0.6907963
132514,0.84469306
35379,0.83918095
172767,0.7855347
37847,0.78909546
167466,0.7141045
10037,0.40714365
10996,0.788888
42067,0.86689
82806,0.6207446
41115,0.8939385
146363,0.72194505
221352,0.7539881
151090,0.7080343
137952,0.56243384
184564,0.73114425
231324,0.6937093
195097,0.6877875
250586,0.88918483
239910,0.78806436
42446,0.7096145
61410,0.8652931
219477,0.9403139
7423,0.8475816
64500,0.9192576
143182,0.8729694
124413,0.80038476
54809,0.84691614
195355,0.53960925
115870,0.79322755
211745,0.8035054
225112,0.84717315
214159,0.61987907
62890,0.68435705
228158,0.8835147
58265,0.64332724
98940,0.74818766
254688,0.39692363
260139,0.86365974
259643,0.85370415
191014,0.82512254
35181,0.6703611
81747,0.3776423
102711,0.8406962
174502,0.67815435
84036,0.78425395
49904,0.8540999
200508,0.7496724
127376,0.8072206
124616,0.64365417
37608,0.87561136
50366,0.6125966
238817,0.92441535
253627,0.7980071
191229,0.7255385
206822,0.6971199
79599,0.37925225
176128,0.87943196
13634,0.79473215
102984,0.811294
79754,0.66012436
30438,0.7708944
130677,0.93299454
254526,0.55565995
23635,0.74355537
121444,0.68779165
138488,0.72645056
27353,0.7480126
176614,0.7065337
245160,0.60053855
42400,0.9054352
12907,0.8179598
239085,0.5688958
229959,0.66964555
149973,0.5768186
165066,0.79943615
64554,0.37548047
143287,0.71300215
102581,0.59590864
55499,0.7180368
142043,0.8169365
139657,0.7738594
233738,0.64378285
105290,0.8499392
91287,0.7286669
64127,0.7074156
64304,0.8665186
226106,0.9409602
34665,0.44135168
174547,0.7073786
194471,0.68137896
259883,0.75413364
48586,0.8694488
126903,0.78540844
123050,0.79228383
205332,0.9197124
46008,0.5992201
76151,0.8884558
162910,0.5270584
135250,0.65463245
58529,0.778888
44458,0.6778259
26092,0.8546521
18191,0.7881652
112769,0.6442586
145613,0.86453104
186799,0.82364327
212390,0.84373075
23415,0.8727738
134806,0.817972
80878,0.69137555
244092,0.6209737
15600,0.9094665
137929,0.9080103
11930,0.90541935
197755,0.68839735
107276,0.8786948
160289,0.7538068
192,0.93080795
99200,0.6771839
234125,0.7527129
97289,0.50146276
99333,0.6139068
2734,0.87896556
240501,0.70427775
103519,0.8664614
150595,0.85144705
126848,0.5317238
125297,0.89167327
126782,0.66917014
8166,0.8372751
205335,0.88730705
193048,0.597897
146130,0.86154395
76547,0.8482771
168649,0.775481
66394,0.8876974
45208,0.61694676
177513,0.5915363
47950,0.8794612
50972,0.7213576
253298,0.82515424
250429,0.74494743
70502,0.8630147
232070,0.75972193
90681,0.7373852
119009,0.8271364
56709,0.79386383
116909,0.5249093
101217,0.6591546
198105,0.5650083
198928,0.716849
118460,0.9010113
65485,0.8318
126023,0.88238525
76530,0.7006497
189810,0.8140668
164023,0.6092252
118947,0.4772953
147079,0.87021995
246675,0.8179649
91208,0.8518672
32270,0.80279845
82678,0.802267
214770,0.8531151
84271,0.67953205
257500,0.31163737
72262,0.848695
158840,0.79768455
105928,0.62654483
149323,0.8456401
77902,0.7906275
150741,0.8950857
177328,0.78772086
170652,0.820671
18103,0.7434557
93833,0.7456169
200075,0.7242461
65426,0.5015421
79221,0.7986
151762,0.8136857
222714,0.62994856
96669,0.6566315
79092,0.86525846
111684,0.8621182
89484,0.78047574
207346,0.7201093
165230,0.80031514
223550,0.77365553
130323,0.90347177
201446,0.8766035
156251,0.7956523
105953,0.8637199
127400,0.76308954
33296,0.70315593
254250,0.7251815
238006,0.94004023
186222,0.8103731
48481,0.80545104
194592,0.39904654
15918,0.81753
75335,0.6633525
213356,0.90861094
10613,0.70691484
116552,0.66589236
246358,0.5321174
188749,0.8957652
140357,0.754331
2759,0.8823473
42104,0.7953216
233133,0.7444319
133107,0.59077334
37473,0.81937045
215948,0.9168748
71169,0.89925694
40385,0.8735904
241650,0.8649304
61851,0.58099145
133421,0.8401547
160689,0.5850767
214205,0.5622489
103478,0.7167472
102970,0.44618252
125206,0.71122354
114660,0.7381078
256624,0.5359845
214240,0.8482536
90453,0.6776226
77831,0.71959877
64341,0.8199959
222786,0.71255755
143564,0.59946394
70887,0.7336857
63971,0.84338385
428,0.8934512
72410,0.59955734
140383,0.8663169
210138,0.58035296
179277,0.85507244
123029,0.8483382
247030,0.90723974
20875,0.7538169
194871,0.82644856
59260,0.7341699
49298,0.68273747
37089,0.70433986
206413,0.7174294
193192,0.8213502
62579,0.75039375
29004,0.56244504
44726,0.8525966
148784,0.81168604
129215,0.6723962
190373,0.5672912
211911,0.57963836
74915,0.62999606
82301,0.7921484
33212,0.5567318
224853,0.58155143
176791,0.68374896
176284,0.582227
16346,0.8166757
70929,0.9237112
57372,0.37172192
162190,0.7390469
229491,0.9064057
26567,0.7675119
150227,0.63695085
259146,0.734003
234845,0.79472536
19279,0.65155816
6196,0.8455446
82766,0.8077704
16481,0.7980507
243229,0.86534256
197054,0.69846106
119934,0.7751885
148803,0.8215457
85991,0.7670441
197377,0.8305508
251171,0.7018093
38544,0.6892277
252172,0.69821936
9614,0.88068897
64501,0.78885835
208646,0.75657207
169000,0.84073305
168539,0.66568714
6567,0.8076911
68838,0.5914843
254547,0.8424314
187597,0.90981144
199974,0.60073835
79136,0.8360556
168306,0.53444314
119462,0.694045
223590,0.8430766
37239,0.7306124
26048,0.7673213
81483,0.7859406
161560,0.704857
128705,0.9092726
220324,0.8997777
27919,0.66384506
159018,0.78607583
248246,0.86528355
134771,0.7751395
109566,0.42095697
117263,0.7449438
41232,0.73196477
175398,0.7964783
99650,0.72668993
80416,0.87294567
75870,0.79803014
36360,0.7516959
207815,0.9203251
243497,0.7719887
245421,0.53598833
106823,0.5422501
6081,0.6839387
93155,0.8485295
206441,0.71470743
218286,0.85030305
26302,0.57950634
99147,0.60837924
108301,0.5765269
60640,0.5624708
169372,0.8531917
37280,0.89888453
23343,0.88891566
159196,0.8748301
168909,0.82889134
148139,0.7217766
73074,0.62715256
46340,0.7035783
192396,0.63624626
55003,0.7360846
118793,0.8742441
66042,0.7923257
221115,0.8014481
90933,0.8873004
35753,0.7170833
22016,0.7711816
80995,0.80583876
208786,0.7404616
197047,0.7225279
144076,0.8870052
204321,0.81033975
128126,0.9220951
134039,0.79597217
252997,0.6556891
100933,0.78453857
169203,0.7342294
19424,0.8320754
79902,0.76306695
9546,0.85648775
87903,0.9220356
75803,0.7779865
56400,0.80461735
181291,0.5885136
162726,0.7272253
73258,0.9196714
36608,0.73454434
147517,0.6583688
251485,0.81717384
79794,0.7192924
159846,0.75506055
64600,0.80204564
76337,0.77504516
145139,0.84680295
19840,0.5137633
169169,0.7789568
40952,0.6112727
30997,0.6306671
225258,0.9534361
163041,0.84831357
39671,0.81307274
244768,0.8271249
166164,0.6259339
99356,0.8671158
114699,0.83820224
18207,0.69615215
13608,0.6854269
78178,0.8737197
196579,0.9068837
165907,0.7820843
231815,0.8605675
183937,0.5301089
186786,0.58735216
192260,0.93160516
178140,0.72494787
94722,0.80286145
121641,0.9010535
181938,0.9089399
113925,0.6228066
18302,0.7042913
169137,0.50495243
237729,0.80147916
213276,0.8168099
239572,0.6369099
18308,0.70057154
237399,0.8658158
31467,0.7803096
254546,0.5085976
178568,0.5493479
133236,0.8002985
18490,0.6591608
90759,0.8061602
115345,0.7738834
119605,0.88169503
228962,0.679534
220299,0.7959279
200169,0.79592055
5952,0.84639364
254199,0.82326174
178423,0.79002833
25779,0.7974831
8957,0.7736852
140326,0.5416721
156633,0.6945994
83305,0.7197434
9158,0.6537551
215619,0.86720216
57684,0.8802661
112215,0.91674685
175914,0.6337295
6479,0.896304
155453,0.8308199
149374,0.6493468
206165,0.87586606
61221,0.72362494
52536,0.8100671
194985,0.65079087
157229,0.6903596
119242,0.50434273
209927,0.69954544
36910,0.5819785
86231,0.8690296
80624,0.6449
245940,0.55849
19974,0.8538713
178231,0.8181165
22532,0.7931576
227688,0.4234964
31839,0.7674978
125894,0.5997512
102259,0.6601519
165494,0.78985536
239822,0.42539564
183001,0.73869115
30965,0.83793163
36722,0.8623838
83805,0.6511678
10983,0.8316601
113800,0.8710458
79687,0.7157253
59987,0.7020384
164371,0.8346909
215106,0.5956758
173302,0.7115082
181327,0.8715952
54812,0.8124467
139046,0.94905704
252096,0.39575717
216589,0.8842579
119178,0.72030604
48070,0.77181846
155335,0.7894815
44357,0.76140046
202535,0.83620757
135248,0.61109656
84291,0.7521575
184450,0.58389395
53135,0.79515
43030,0.85614485
124530,0.8873441
194816,0.5533684
204892,0.550932
176139,0.8429864
222103,0.71942466
211401,0.8278302
182346,0.8844026
214844,0.90605783
221679,0.6815667
89013,0.85107946
165552,0.9118777
92332,0.8435513
120443,0.8990853
183186,0.85016435
165489,0.7934166
19396,0.43264386
18265,0.83453566
10188,0.88948023
228402,0.78933376
79437,0.54162747
230439,0.6517073
186471,0.87358874
222366,0.8995104
91546,0.78077924
102130,0.61318415
117812,0.47925204
105000,0.7618079
68620,0.7327624
174155,0.8857284
169815,0.7643492
90852,0.8960948
33262,0.622781
223309,0.67924416
53512,0.8273712
78940,0.75765324
154527,0.597631
238805,0.8366936
32453,0.6624619
233891,0.8084756
218452,0.7659187
34046,0.60843855
68452,0.8204442
247473,0.4306937
96201,0.693562
57925,0.7565237
11617,0.6609588
16992,0.711382
258414,0.82971436
92524,0.67935276
201182,0.61396164
85200,0.64181834
123727,0.7804696
236336,0.68738633
107492,0.7846824
107502,0.4819096
181386,0.7769735
16036,0.7430925
112698,0.63804615
222410,0.69406337
252908,0.6570412
38811,0.44669107
248480,0.6977451
101083,0.8884797
14568,0.822207
166511,0.8944831
13622,0.79633445
84284,0.817328
210480,0.54573464
24758,0.73636657
158141,0.6686958
179391,0.9230051
176800,0.67510027
86386,0.8347702
226207,0.7368341
90002,0.7100306
230778,0.52314126
181453,0.8554182
54194,0.63167226
220554,0.8543987
161086,0.6322451
84324,0.7205307
239472,0.62118024
172288,0.83916837
28033,0.7804663
149273,0.7845193
203747,0.7457022
26351,0.91787666
30175,0.8468384
117474,0.49351025
256836,0.82482904
55139,0.811573
129497,0.8101769
233263,0.74887973
148649,0.7607297
24045,0.6493948
159498,0.62259793
122408,0.7404313
10632,0.85079074
122290,0.731087
228309,0.7770492
238711,0.7078912
156292,0.904967
258959,0.44161046
57166,0.3996751
32937,0.77334595
131174,0.52745473
29386,0.7292977
111688,0.70040196
166626,0.9101205
38480,0.85032696
113788,0.5187569
52360,0.6672382
80569,0.6741236
1761,0.60818106
62569,0.79834265
130162,0.632779
160988,0.84177357
192428,0.7795738
118086,0.62013257
135263,0.7714949
157876,0.30592608
45594,0.8576824
141933,0.9128305
120451,0.8714715
180101,0.6430904
17367,0.89017344
94063,0.88163424
95664,0.69848907
206143,0.977028
247591,0.7396023
72027,0.47993657
124865,0.677367
72523,0.7119531
60711,0.53279155
95365,0.8472197
201198,0.68412787
143771,0.6180497
136174,0.5222592
