,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_gamma,param_learning_rate,param_max_delta_step,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params
0,0.49546498819826906,0.5103227700630297,0.5164454939000394,0.5074099547525486,0.008809202996480886,1,45.13079078992208,0.1391774772862962,0.34619633356730145,0.032761705129975255,0.4160029192647807,0.7304484857455519,0.13031389926541354,0.05329228444240296,13,9,4,100,5.497557739289786e-07,648,275,0.13556548021189216,"OrderedDict([('colsample_bylevel', 0.4160029192647807), ('colsample_bytree', 0.7304484857455519), ('gamma', 0.13031389926541354), ('learning_rate', 0.05329228444240296), ('max_delta_step', 13), ('max_depth', 9), ('min_child_weight', 4), ('n_estimators', 100), ('reg_alpha', 5.497557739289786e-07), ('reg_lambda', 648), ('scale_pos_weight', 275), ('subsample', 0.13556548021189216)])"
1,0.4755247836349331,0.4426110205330984,0.4371759149940968,0.4517723973863002,0.016942960441697394,5,46.51015837987264,0.47121388528123476,0.3450350761413574,0.11293681216051428,0.8390144719977516,0.8844821246070537,4.358684608480795e-07,1.5445242865491629,17,3,1,100,0.0005266983003701547,954,315,0.9923710598637134,"OrderedDict([('colsample_bylevel', 0.8390144719977516), ('colsample_bytree', 0.8844821246070537), ('gamma', 4.358684608480795e-07), ('learning_rate', 1.5445242865491629), ('max_delta_step', 17), ('max_depth', 3), ('min_child_weight', 1), ('n_estimators', 100), ('reg_alpha', 0.0005266983003701547), ('reg_lambda', 954), ('scale_pos_weight', 315), ('subsample', 0.9923710598637134)])"
2,0.5180708103855232,0.5079646183542288,0.4671216056670602,0.4977228361446627,0.022024230771443422,2,159.5347896416982,0.856855338336327,0.2771131197611491,0.09481100621720043,0.4503841871781403,0.9195352964526833,8.168958221061441e-09,0.0993371681508887,4,10,2,150,0.00010376808625045426,973,352,0.387658500562527,"OrderedDict([('colsample_bylevel', 0.4503841871781403), ('colsample_bytree', 0.9195352964526833), ('gamma', 8.168958221061441e-09), ('learning_rate', 0.0993371681508887), ('max_delta_step', 4), ('max_depth', 10), ('min_child_weight', 2), ('n_estimators', 150), ('reg_alpha', 0.00010376808625045426), ('reg_lambda', 973), ('scale_pos_weight', 352), ('subsample', 0.387658500562527)])"
3,0.480078678206137,0.4669015448236228,0.4611601731601732,0.4693811595581739,0.007919768280099297,3,30.468155066172283,0.5082795442714715,0.293612798055013,0.14402106577083354,0.8142720284737898,0.1801528457825951,0.00015936523535755285,0.7033732390988242,10,4,8,150,0.1611980387486336,387,171,0.8391548832503206,"OrderedDict([('colsample_bylevel', 0.8142720284737898), ('colsample_bytree', 0.1801528457825951), ('gamma', 0.00015936523535755285), ('learning_rate', 0.7033732390988242), ('max_delta_step', 10), ('max_depth', 4), ('min_child_weight', 8), ('n_estimators', 150), ('reg_alpha', 0.1611980387486336), ('reg_lambda', 387), ('scale_pos_weight', 171), ('subsample', 0.8391548832503206)])"
4,0.4913107789142407,0.442361150153358,0.4489382133018497,0.46087153893575217,0.02169261879603981,4,119.53768968582153,1.333930972069534,0.4735705852508545,0.3206604136295053,0.8015579071911014,0.44364889457651413,3.811128976537413e-05,0.4434837226667193,18,15,4,100,1.5057560255472018e-06,660,257,0.8835665823899177,"OrderedDict([('colsample_bylevel', 0.8015579071911014), ('colsample_bytree', 0.44364889457651413), ('gamma', 3.811128976537413e-05), ('learning_rate', 0.4434837226667193), ('max_delta_step', 18), ('max_depth', 15), ('min_child_weight', 4), ('n_estimators', 100), ('reg_alpha', 1.5057560255472018e-06), ('reg_lambda', 660), ('scale_pos_weight', 257), ('subsample', 0.8835665823899177)])"
